date,product_id,quantity,sales
2022-01-09,P061,9.0,3812.46
2022-10-04,P084,5.0,4873.8
2022-03-21,P000,3.0,421.08
2022-11-15,P044,9.0,4526.83
2022-10-29,P051,1.0,8920.62
2022-12-13,P038,6.0,369.57
2022-06-15,P011,8.0,5242.16
2022-05-07,,7.0,809.82
2022-07-05,P064,8.0,6117.39
2022-03-01,P036,10.0,3232.6
2022-01-13,P001,6.0,2403.0
2022-08-01,P006,3.0,2262.81
2022-07-02,P087,2.0,1470.42
,,9.0,991.18
2022-11-23,P029,1.0,
2022-10-21,P007,3.0,5579.04
2022-12-24,P077,3.0,7348.24
2022-12-18,P081,5.0,2818.76
,P052,9.0,1339.28
2022-08-03,P032,9.0,650.03
2022-03-23,P097,,
2022-07-02,P012,1.0,4093.25
2022-01-10,P040,10.0,7790.4
2022-09-21,P047,4.0,3724.92
2022-03-17,P008,7.0,3331.44
,P045,5.0,1804.56
,P051,9.0,7929.44
2022-11-14,P064,7.0,1359.42
,P079,8.0,
,P034,5.0,3065.7
2022-02-08,P072,1.0,1626.12
2022-01-10,P098,,3790.2
2022-12-09,,9.0,6128.19
2022-02-17,P083,5.0,1397.75
2022-10-15,P093,9.0,
2022-01-22,P018,7.0,1814.6
2022-10-14,P010,5.0,4928.34
2022-02-08,P040,3.0,7790.4
2022-09-05,P079,4.0,
2022-05-27,P012,7.0,
2022-12-10,P094,8.0,972.58
2022-04-08,P056,9.0,1466.01
2022-08-23,P073,7.0,225.26
2022-11-21,P099,4.0,
2022-09-26,P062,3.0,2214.6
2022-04-20,P037,10.0,975.56
2022-09-14,P014,2.0,6338.22
2022-08-24,P018,3.0,3629.2
2022-09-09,P039,9.0,1029.1
2022-04-12,P005,1.0,4785.1
2022-05-09,P020,1.0,
2022-08-05,P066,9.0,157.36
2022-10-21,P059,5.0,4078.32
2022-12-01,P092,10.0,5169.76
2022-07-14,P035,4.0,5068.9
2022-09-21,P042,10.0,539.1
,P042,4.0,1617.3
2022-02-03,P040,7.0,7790.4
2022-05-08,P061,4.0,1906.23
2022-08-20,P062,2.0,2768.25
,P076,10.0,4871.0
2022-10-16,P026,8.0,1145.95
2022-07-10,P075,10.0,6265.2
2022-09-07,P059,7.0,509.79
,P076,,2922.6
2022-01-14,P080,5.0,1818.99
2022-04-01,P046,9.0,1291.16
2022-01-27,P077,1.0,9185.3
2022-09-30,P079,2.0,3741.6
2022-12-18,P085,10.0,3598.2
2022-11-11,P021,2.0,9341.5
2022-05-19,P017,9.0,1232.75
2022-04-20,P083,9.0,559.1
2022-09-13,P032,8.0,5850.27
2022-05-30,P071,,558.96
2022-11-16,,9.0,786.44
2022-09-29,P000,5.0,
,,10.0,6749.12
2022-05-30,P086,4.0,20.76
2022-08-12,P028,,6984.6
2022-07-06,P016,10.0,2825.52
,P093,4.0,5475.33
2022-01-24,P031,6.0,3932.2
2022-12-26,P067,,1829.56
2022-06-28,P008,9.0,2855.52
2022-04-15,P060,8.0,3539.3
2022-08-13,P093,,2433.48
2022-08-26,P020,7.0,592.9
2022-10-27,P074,7.0,4374.64
2022-05-07,P063,2.0,843.64
2022-11-07,P066,1.0,39.34
2022-12-17,P051,1.0,6938.26
2022-11-20,P038,8.0,1478.28
2022-09-02,P065,,
2022-11-07,P040,7.0,7790.4
2022-06-24,P053,6.0,2166.71
2022-09-20,P046,10.0,645.58
2022-02-20,P065,8.0,3477.1
2022-03-06,P014,10.0,
2022-01-18,P056,4.0,977.34
2022-11-19,,2.0,6749.12
2022-10-29,P061,4.0,4447.87
2022-10-24,P047,3.0,7449.84
2022-03-14,P054,,8669.6
2022-09-20,P039,,823.28
2022-09-18,,2.0,5418.06
2022-03-10,P093,6.0,608.37
2022-04-27,P068,7.0,297.19
2022-08-14,P025,2.0,5986.17
2022-04-24,P003,10.0,4876.06
2022-02-02,P075,1.0,7048.35
2022-03-28,P016,7.0,706.38
2022-08-13,P011,1.0,6552.7
2022-09-19,P015,6.0,1075.86
2022-04-20,P040,3.0,2921.4
2022-02-05,P061,4.0,3812.46
2022-04-28,P050,4.0,
2022-08-10,P046,5.0,968.37
2022-03-21,P016,5.0,2119.14
2022-11-13,,,3250.15
2022-10-25,P068,9.0,2080.33
2022-09-02,P028,5.0,5587.68
2022-09-19,P016,,2119.14
2022-05-03,P082,2.0,442.14
2022-09-10,P031,9.0,1179.66
2022-07-21,P039,4.0,1440.74
2022-03-06,P031,7.0,3145.76
2022-10-31,P092,2.0,5169.76
2022-01-12,P024,4.0,3733.02
2022-03-25,P037,5.0,975.56
2022-09-13,P074,3.0,4374.64
2022-04-04,P026,10.0,687.57
2022-07-14,,,2162.7
2022-09-06,P063,6.0,5061.84
,P012,9.0,5262.75
2022-11-09,,4.0,
2022-10-22,P028,2.0,1396.92
2022-01-03,P036,2.0,6465.2
2022-07-21,P073,8.0,96.54
2022-03-15,P089,5.0,1590.57
,P008,1.0,1427.76
2022-08-04,P003,4.0,6269.22
,P035,3.0,5068.9
2022-04-07,P057,,2440.68
2022-08-11,P088,9.0,
2022-10-05,P099,4.0,4085.46
,P016,2.0,
2022-10-31,P025,1.0,1330.26
2022-07-12,P078,1.0,3621.5
2022-02-16,P032,2.0,4550.21
2022-12-06,P036,4.0,8081.5
2022-06-17,P059,7.0,4588.11
2022-05-31,P086,4.0,62.28
2022-10-03,P081,9.0,
2022-07-07,P021,2.0,7473.2
2022-12-18,P032,9.0,6500.3
2022-04-04,P044,3.0,5173.52
2022-01-17,P076,3.0,1948.4
2022-04-23,P093,,5475.33
2022-11-17,,3.0,1949.52
2022-12-15,P048,7.0,6897.8
2022-01-08,P033,2.0,3053.33
2022-04-19,P039,7.0,1646.56
2022-03-19,,6.0,9185.3
,P085,8.0,4497.75
2022-03-17,P089,7.0,1060.38
,P096,6.0,2885.22
,P018,,1360.95
2022-06-23,P009,2.0,593.59
2022-05-16,P029,1.0,7000.92
,P034,4.0,3678.84
,P079,1.0,2806.2
,P064,1.0,2718.84
2022-03-24,P080,1.0,5456.97
2022-04-15,P071,1.0,186.32
2022-03-09,P006,4.0,
2022-08-25,,9.0,
2022-11-19,,8.0,2674.71
2022-09-09,P027,6.0,109.54
2022-11-15,P011,1.0,2621.08
2022-05-05,,7.0,3178.71
2022-06-09,P038,7.0,2956.56
2022-12-30,P094,4.0,2917.74
2022-12-18,P045,,1578.99
2022-08-13,P015,10.0,3227.58
2022-05-31,P092,2.0,
2022-05-20,P046,9.0,
2022-09-30,P031,3.0,1966.1
2022-03-01,,1.0,6809.1
2022-09-27,,7.0,
2022-11-02,,2.0,2214.6
2022-12-12,P040,9.0,
2022-07-21,P009,9.0,
2022-08-13,P009,,5935.9
2022-06-19,P040,3.0,9738.0
2022-11-02,P069,4.0,5935.04
2022-10-30,,10.0,622.93
2022-10-14,P007,6.0,2789.52
2022-10-25,P025,1.0,3325.65
2022-12-08,P019,8.0,5418.06
2022-11-10,P099,5.0,4085.46
2022-10-22,P096,3.0,1923.48
2022-11-09,P067,8.0,7318.24
2022-10-02,,3.0,589.48
2022-04-20,P067,5.0,2744.34
2022-06-05,P053,4.0,
2022-01-08,P081,1.0,704.69
2022-09-19,P078,,724.3
2022-11-20,P092,,646.22
2022-11-20,P013,3.0,136.88
,P096,9.0,641.16
2022-07-29,P032,,4550.21
,P010,7.0,3285.56
2022-01-20,P009,10.0,1780.77
2022-10-04,P039,2.0,1440.74
,P096,2.0,1923.48
2022-01-22,P073,10.0,257.44
,P031,2.0,
2022-12-18,P052,4.0,1674.1
2022-12-12,P020,10.0,4743.2
2022-12-30,P053,,2476.24
2022-07-01,P025,1.0,665.13
2022-08-27,P016,,2825.52
2022-07-15,P045,2.0,1804.56
2022-04-13,P033,8.0,1744.76
,P026,,229.19
2022-10-18,P073,5.0,96.54
2022-03-02,P008,10.0,3807.36
2022-04-29,P005,2.0,6699.14
2022-09-21,P015,4.0,2151.72
2022-12-28,P067,3.0,9147.8
2022-01-03,P035,6.0,2534.45
2022-05-30,P050,1.0,2652.66
,P035,3.0,
2022-07-23,,8.0,2349.45
2022-12-13,P040,2.0,6816.6
2022-04-01,P027,7.0,273.85
2022-07-03,P066,4.0,236.04
2022-06-28,P060,1.0,1415.72
2022-03-01,P051,1.0,3964.72
2022-02-12,P037,7.0,975.56
,P039,3.0,617.46
2022-04-23,P074,4.0,
2022-12-20,P004,3.0,3307.23
2022-08-09,P043,9.0,9526.8
2022-02-15,P040,,
2022-05-21,P059,,509.79
2022-05-13,P082,6.0,1031.66
2022-08-20,P085,5.0,899.55
2022-10-30,P037,4.0,3902.24
2022-05-17,P017,5.0,
,P012,3.0,3508.5
2022-07-23,P082,3.0,884.28
2022-06-04,P044,9.0,646.69
2022-11-10,P072,1.0,1264.76
2022-03-21,P037,7.0,4877.8
2022-04-05,P049,,6256.88
2022-03-10,P001,9.0,
2022-03-17,P038,3.0,739.14
2022-02-01,P080,5.0,3637.98
2022-05-28,P082,7.0,
2022-04-05,P068,6.0,594.38
2022-12-12,,,1300.06
2022-08-09,P083,7.0,2795.5
2022-04-29,P007,5.0,6276.42
2022-04-07,P075,10.0,7831.5
2022-10-30,P070,1.0,8327.3
2022-01-14,P019,2.0,903.01
2022-04-11,P053,6.0,928.59
2022-11-07,,9.0,6052.2
2022-10-04,P078,5.0,1448.6
2022-08-12,P007,1.0,5579.04
2022-11-02,,5.0,6286.14
2022-02-11,P042,5.0,808.65
2022-12-20,P081,5.0,5637.52
,P040,9.0,5842.8
2022-07-07,P059,7.0,509.79
2022-07-11,P005,1.0,1914.04
2022-07-08,P078,2.0,362.15
,P047,3.0,931.23
,P062,4.0,1107.3
,P075,2.0,3915.75
,P075,10.0,3915.75
,P069,5.0,
2022-07-08,P046,7.0,322.79
2022-12-01,P071,3.0,
2022-09-13,P094,8.0,1458.87
2022-08-16,,,5353.7
2022-08-02,P001,9.0,240.3
2022-02-01,P094,9.0,3890.32
2022-02-16,P004,,1837.35
2022-05-22,P063,4.0,4218.2
2022-02-23,P029,10.0,1555.76
2022-02-03,P079,2.0,8418.6
2022-11-16,P016,,353.19
2022-04-19,P080,10.0,1818.99
2022-08-03,P087,,980.28
2022-04-11,P017,7.0,
2022-07-14,P000,8.0,421.08
2022-03-22,P042,,269.55
2022-03-26,,10.0,186.32
2022-08-12,P010,9.0,
2022-04-17,P019,7.0,4515.05
2022-04-12,P048,2.0,689.78
2022-07-17,P024,3.0,3318.24
2022-01-30,P096,5.0,1282.32
2022-02-28,P071,2.0,838.44
2022-04-22,P013,2.0,479.08
2022-10-06,P042,5.0,1886.85
2022-03-04,,9.0,
,P005,6.0,7656.16
2022-08-30,P019,3.0,2709.03
2022-10-31,P053,1.0,1547.65
2022-09-23,P099,3.0,4085.46
2022-07-31,P037,10.0,2926.68
2022-09-17,P015,2.0,1075.86
2022-12-04,,8.0,5935.04
2022-08-18,P011,4.0,1965.81
2022-09-05,,1.0,5742.12
2022-06-29,P044,10.0,2586.76
2022-07-07,,2.0,4190.76
2022-01-01,P014,4.0,9054.6
,P072,4.0,361.36
2022-05-14,P006,6.0,3017.08
2022-02-27,P032,7.0,1950.09
2022-09-16,P092,4.0,5815.98
2022-03-08,P092,6.0,4523.54
,P090,3.0,7781.4
2022-05-04,P029,10.0,3889.4
2022-12-12,P028,3.0,2095.38
,P083,,1118.2
2022-06-27,P077,7.0,8266.77
2022-04-13,P011,7.0,3276.35
2022-09-25,P025,9.0,1995.39
2022-04-03,P066,7.0,393.4
2022-01-17,P041,8.0,4572.2
2022-06-15,P023,7.0,2141.48
2022-09-02,P015,10.0,3765.51
2022-05-05,P063,1.0,
,P051,3.0,8920.62
2022-12-28,P095,1.0,905.02
,,4.0,4748.72
2022-10-02,P095,6.0,4072.59
2022-07-21,P051,10.0,3964.72
2022-02-11,P095,7.0,905.02
2022-11-27,,3.0,829.56
2022-04-27,P020,9.0,5336.1
2022-12-14,P019,1.0,8127.09
2022-05-29,P054,7.0,5201.76
2022-01-07,P078,3.0,
2022-06-21,P042,6.0,1347.75
2022-11-30,P028,4.0,698.46
2022-12-09,P033,7.0,2617.14
2022-08-04,P086,4.0,51.9
2022-09-19,P084,2.0,974.76
2022-09-12,P033,5.0,3489.52
2022-03-31,,5.0,706.38
2022-11-09,P042,10.0,1078.2
2022-01-09,P068,6.0,1485.95
2022-12-06,P053,9.0,1857.18
2022-05-09,P068,4.0,1485.95
2022-06-08,P015,9.0,1075.86
,P077,6.0,7348.24
2022-08-25,P065,9.0,2086.26
2022-08-24,P042,6.0,1347.75
2022-03-13,P081,3.0,6342.21
2022-04-17,P011,,4586.89
2022-03-11,P075,9.0,3132.6
,P068,6.0,2377.52
2022-08-03,P004,8.0,1469.88
2022-11-15,P053,10.0,2785.77
2022-11-18,P072,9.0,1264.76
2022-02-08,P084,5.0,7798.08
2022-01-19,P016,7.0,3531.9
2022-07-14,P030,,619.02
2022-12-09,P006,4.0,5279.89
2022-12-19,P072,3.0,903.4
2022-10-20,P001,2.0,
2022-01-21,P025,4.0,
2022-02-12,P070,3.0,6661.84
2022-07-14,P099,3.0,6809.1
2022-04-28,,8.0,2259.53
2022-09-21,P015,4.0,4303.44
2022-11-14,P047,5.0,7449.84
,,,720.9
2022-05-14,P005,2.0,4785.1
2022-06-14,P040,9.0,3895.2
2022-09-16,P070,10.0,832.73
2022-03-11,P093,5.0,4866.96
2022-09-19,P040,10.0,1947.6
2022-12-15,P014,10.0,2716.38
2022-11-22,,,2922.6
2022-01-25,P021,9.0,9341.5
2022-10-16,P024,10.0,
2022-12-26,P006,2.0,5279.89
2022-04-01,,5.0,3032.16
2022-06-20,P026,6.0,1604.33
2022-03-15,P057,1.0,4271.19
2022-08-05,P081,4.0,1409.38
2022-09-30,P088,10.0,622.93
2022-03-20,P057,,3661.02
2022-01-23,P026,7.0,687.57
2022-05-31,P098,9.0,758.04
2022-08-08,,10.0,1478.28
2022-04-01,P029,5.0,
2022-02-15,,9.0,1640.49
2022-07-27,P043,1.0,9526.8
,P019,,1806.02
2022-09-08,P084,5.0,
2022-12-13,,5.0,442.14
2022-06-02,P078,10.0,
2022-08-18,P099,2.0,6128.19
2022-10-02,P032,8.0,2600.12
2022-04-08,P031,3.0,786.44
2022-04-07,,3.0,593.59
2022-11-23,,5.0,783.15
2022-08-31,P046,,2259.53
2022-10-24,P055,7.0,2804.08
2022-11-11,P031,3.0,393.22
2022-06-06,P025,6.0,3990.78
2022-10-14,P067,10.0,5488.68
2022-01-19,P064,10.0,6117.39
2022-02-01,P016,8.0,2119.14
2022-09-23,P087,3.0,735.21
2022-02-19,P074,3.0,546.83
2022-04-19,P074,9.0,3280.98
2022-11-22,P047,9.0,6518.61
,,6.0,546.83
,P083,1.0,838.65
2022-01-06,P051,10.0,3964.72
2022-06-06,P046,2.0,645.58
2022-10-08,P088,7.0,1245.86
2022-07-28,P032,3.0,3900.18
2022-08-07,P071,9.0,652.12
2022-11-19,P052,9.0,
2022-02-21,P099,3.0,4766.37
2022-04-06,P070,1.0,2498.19
2022-08-24,P047,7.0,3724.92
2022-12-21,P036,6.0,4040.75
2022-08-04,P034,3.0,5518.26
2022-08-02,P064,10.0,
2022-08-15,P007,5.0,
2022-12-01,P097,2.0,3239.28
2022-05-30,P009,4.0,2967.95
2022-06-12,P013,3.0,68.44
,P001,7.0,
2022-05-21,P032,9.0,650.03
2022-03-02,P051,1.0,3964.72
2022-12-13,P076,8.0,4383.9
2022-08-18,,1.0,1857.18
2022-10-03,P072,10.0,361.36
2022-03-27,P007,4.0,697.38
2022-06-26,P015,6.0,
2022-02-21,P094,9.0,486.29
2022-01-16,P012,10.0,3508.5
2022-10-07,P006,7.0,6788.43
2022-06-16,P062,7.0,5536.5
2022-11-24,P038,8.0,2586.99
2022-04-11,P091,2.0,
2022-07-21,P030,10.0,
2022-12-27,P092,2.0,1938.66
2022-12-08,,7.0,
2022-12-10,P002,2.0,828.42
2022-12-23,P045,4.0,225.57
2022-07-09,P043,4.0,6668.76
2022-01-31,,5.0,3709.4
2022-03-21,P016,5.0,1412.76
2022-05-28,P011,4.0,3276.35
2022-10-23,P073,3.0,321.8
2022-02-19,P019,5.0,4515.05
2022-06-11,P078,3.0,2172.9
2022-03-25,P055,9.0,701.02
2022-08-14,P061,10.0,635.41
2022-09-08,,2.0,
2022-01-07,P077,5.0,8266.77
2022-05-02,P044,9.0,3880.14
2022-08-07,P037,6.0,3414.46
2022-02-20,P083,4.0,279.55
2022-03-25,P006,5.0,3017.08
2022-06-15,P009,4.0,4155.13
2022-10-17,P072,10.0,180.68
,P068,10.0,1188.76
2022-09-22,P052,2.0,2343.74
2022-03-14,P047,8.0,2793.69
2022-08-28,P056,3.0,2443.35
2022-02-14,P043,9.0,5716.08
2022-11-15,P046,,2905.11
2022-05-12,P024,6.0,829.56
2022-07-15,P072,5.0,361.36
,P009,1.0,4155.13
2022-04-13,P085,1.0,6296.85
2022-03-24,P094,,4376.61
2022-10-28,P008,,2855.52
2022-08-11,P053,1.0,1547.65
2022-08-07,P084,8.0,8772.84
2022-08-17,P025,6.0,6651.3
,P038,7.0,2956.56
2022-03-21,P045,9.0,676.71
2022-12-06,P043,4.0,9526.8
2022-08-02,P070,10.0,8327.3
,P025,5.0,2660.52
2022-01-29,P020,2.0,2964.5
,P028,7.0,698.46
2022-07-31,P057,6.0,4881.36
2022-06-30,P002,8.0,5798.94
2022-05-01,P050,,2357.92
,P018,7.0,2268.25
2022-04-25,P032,3.0,3900.18
2022-11-15,P081,3.0,4228.14
2022-07-15,P008,6.0,2379.6
,P021,9.0,9341.5
2022-10-19,P033,5.0,1308.57
2022-07-04,P053,,1857.18
2022-02-17,,3.0,3807.36
2022-10-03,P021,3.0,3736.6
2022-05-28,P011,6.0,2621.08
2022-06-05,P096,6.0,3205.8
2022-11-14,P071,10.0,558.96
,P082,10.0,1031.66
2022-07-23,P021,10.0,8407.35
2022-10-03,P074,10.0,1640.49
2022-07-28,P028,6.0,
2022-11-15,P066,7.0,354.06
2022-11-05,P038,2.0,739.14
2022-12-04,P084,2.0,4873.8
2022-02-24,P044,9.0,3233.45
2022-03-25,P048,1.0,1379.56
2022-06-02,P000,3.0,
,P068,,2971.9
2022-07-06,P056,7.0,4886.7
2022-10-01,P002,5.0,8284.2
2022-08-12,P062,5.0,4429.2
2022-09-19,P070,5.0,4163.65
2022-04-10,P087,5.0,1715.49
2022-09-22,P067,2.0,8233.02
2022-08-16,P078,8.0,
2022-12-04,,5.0,486.29
2022-01-16,P034,1.0,1839.42
2022-03-01,P063,6.0,8436.4
2022-01-05,P046,8.0,1936.74
2022-04-08,P078,3.0,1086.45
2022-12-03,P001,2.0,1201.5
2022-05-17,P024,1.0,2903.46
2022-04-14,P003,2.0,3482.9
2022-04-02,P069,10.0,6676.92
2022-11-17,P059,10.0,4078.32
2022-08-16,P044,,3880.14
2022-11-17,P064,1.0,679.71
2022-03-27,P060,1.0,1769.65
2022-07-30,P035,7.0,
2022-01-18,P062,8.0,3875.55
2022-09-23,P096,6.0,2244.06
2022-11-15,P061,2.0,2541.64
2022-10-27,P073,1.0,193.08
2022-09-24,P063,7.0,7592.76
2022-11-07,P085,4.0,1799.1
2022-04-24,P058,8.0,4760.01
2022-11-19,,4.0,5353.7
2022-03-05,P065,2.0,3477.1
2022-05-02,P048,3.0,2759.12
2022-05-11,P085,1.0,8995.5
2022-05-16,P065,4.0,2433.97
2022-04-14,P061,4.0,1270.82
2022-09-15,P053,6.0,928.59
,P072,4.0,1806.8
2022-08-22,P006,3.0,754.27
2022-04-12,P041,5.0,2743.32
2022-11-22,P094,2.0,3890.32
2022-05-13,P029,9.0,2333.64
2022-02-17,P030,4.0,
2022-10-26,P064,4.0,6797.1
2022-02-05,P004,9.0,734.94
2022-09-03,P039,5.0,1029.1
2022-03-07,P059,10.0,
2022-04-19,P026,7.0,2062.71
2022-03-21,P034,1.0,5518.26
2022-02-02,P021,8.0,
2022-10-19,P084,10.0,7798.08
2022-04-19,P041,8.0,3200.54
2022-06-16,P060,6.0,2831.44
2022-11-22,P052,3.0,3013.38
2022-05-16,P053,2.0,1857.18
2022-09-18,P060,2.0,3185.37
2022-02-26,P006,7.0,4525.62
2022-06-13,P040,1.0,5842.8
2022-06-28,P060,1.0,1415.72
,P087,10.0,490.14
2022-11-04,P094,10.0,4376.61
2022-11-27,P059,9.0,3058.74
2022-01-26,P025,5.0,3990.78
2022-11-05,P080,7.0,4244.31
,,5.0,4497.75
2022-09-11,P085,1.0,
2022-03-03,P060,,1415.72
2022-06-24,P052,,2343.74
2022-06-19,P061,4.0,1270.82
2022-12-17,P051,3.0,9911.8
,,3.0,3492.3
,,2.0,1263.24
2022-04-23,,9.0,4907.14
2022-01-26,P085,10.0,7196.4
2022-11-12,P057,6.0,2440.68
2022-09-19,P003,4.0,2786.32
2022-08-29,P047,9.0,8381.07
2022-08-05,P096,5.0,2564.64
2022-10-16,P096,5.0,320.58
2022-09-28,P077,4.0,3674.12
2022-05-13,P079,2.0,
2022-04-22,P094,10.0,486.29
,P033,7.0,4361.9
2022-09-05,P003,9.0,3482.9
2022-03-23,P030,6.0,206.34
2022-08-10,P098,1.0,7580.4
2022-08-01,P030,,619.02
2022-06-11,P023,6.0,3747.59
2022-03-15,P062,4.0,4429.2
2022-01-13,P091,1.0,
2022-10-28,P096,2.0,3205.8
,P079,1.0,3741.6
2022-05-31,,8.0,1956.85
2022-11-02,,5.0,157.36
2022-04-12,,7.0,1847.85
,,,2472.33
2022-03-26,,6.0,2030.13
2022-05-18,P087,7.0,1715.49
2022-12-01,P076,10.0,487.1
2022-10-14,P031,5.0,3538.98
2022-02-06,P046,8.0,1936.74
2022-08-10,P054,5.0,1733.92
2022-12-30,P061,1.0,2541.64
2022-06-27,P024,2.0,2488.68
2022-02-23,P063,8.0,3374.56
2022-08-14,P063,9.0,2530.92
,P003,5.0,2786.32
2022-10-22,P019,1.0,6321.07
2022-07-20,P007,5.0,6276.42
2022-11-28,P066,5.0,118.02
2022-07-08,P045,,902.28
2022-01-07,,1.0,6935.68
2022-04-26,P055,2.0,2103.06
2022-05-20,P047,8.0,931.23
2022-02-23,P086,9.0,62.28
,P088,10.0,622.93
2022-07-20,P049,1.0,3575.36
2022-09-29,P075,9.0,1566.3
2022-01-31,,10.0,438.16
2022-06-25,P073,,
2022-09-22,,4.0,864.6
2022-08-04,P057,3.0,610.17
2022-01-02,P000,4.0,1122.88
2022-01-08,P005,1.0,957.02
,P098,9.0,7580.4
2022-08-02,P098,9.0,758.04
2022-04-15,P046,3.0,1936.74
2022-01-08,P036,7.0,3232.6
,,6.0,4526.83
2022-07-11,P051,7.0,9911.8
2022-12-29,P028,10.0,1396.92
2022-09-29,,5.0,4402.2
2022-06-06,P061,1.0,5718.69
2022-05-14,P041,2.0,3200.54
2022-11-19,P008,4.0,3331.44
2022-12-30,P083,6.0,1677.3
2022-09-08,P020,2.0,5336.1
2022-06-09,P067,9.0,914.78
2022-12-07,P098,,3032.16
2022-11-02,P068,3.0,2971.9
,P009,6.0,1780.77
,P042,10.0,269.55
2022-08-04,P028,4.0,6984.6
2022-03-11,P000,,1403.6
2022-01-14,,6.0,2709.03
2022-05-09,P092,7.0,3877.32
2022-06-11,P093,10.0,3650.22
2022-02-03,P012,,2923.75
2022-08-15,,6.0,2120.76
2022-02-20,P007,3.0,1394.76
2022-10-17,,3.0,5562.96
2022-01-14,P064,4.0,4078.26
2022-10-20,P079,,
2022-02-05,,7.0,8381.07
2022-04-21,,10.0,973.8
2022-07-19,P086,,51.9
,P094,7.0,3404.03
2022-08-25,P074,10.0,3827.81
2022-08-18,P018,10.0,4536.5
2022-03-05,P067,7.0,4573.9
2022-05-28,P060,2.0,3539.3
2022-11-23,P010,8.0,4106.95
2022-10-25,P069,,3709.4
2022-08-24,P015,4.0,3765.51
2022-03-25,P033,3.0,2180.95
2022-10-15,,5.0,1473.8
2022-04-05,P014,,905.46
2022-12-19,P006,5.0,3771.35
2022-01-30,P086,,72.66
2022-05-23,P017,10.0,1972.4
2022-07-30,P041,1.0,3200.54
2022-12-03,P065,6.0,2433.97
,P056,,2932.02
,P027,2.0,273.85
2022-07-09,P049,6.0,8938.4
2022-04-14,P071,10.0,745.28
,P035,5.0,5068.9
2022-05-02,P091,1.0,4402.2
,P091,2.0,3521.76
2022-10-04,P066,9.0,393.4
,P064,1.0,679.71
2022-02-15,P028,5.0,5587.68
,P097,1.0,5668.74
2022-06-29,P037,9.0,487.78
2022-09-23,P023,10.0,3747.59
2022-08-04,P085,3.0,7196.4
2022-07-28,P018,2.0,4536.5
2022-07-05,P065,4.0,2086.26
2022-09-01,P054,,866.96
2022-08-11,P064,3.0,4078.26
2022-04-27,P084,,9747.6
2022-01-05,P094,8.0,3404.03
2022-06-26,P089,,4241.52
2022-09-15,P013,8.0,410.64
2022-10-23,P061,,6354.1
2022-12-04,P065,7.0,
2022-02-03,P020,10.0,4743.2
2022-02-20,P001,3.0,961.2
2022-08-19,P054,4.0,3467.84
2022-02-15,P034,10.0,1839.42
2022-02-07,P067,7.0,3659.12
2022-02-20,P068,,1485.95
2022-06-08,P088,2.0,3737.58
2022-12-14,P001,1.0,1441.8
2022-09-28,,8.0,4231.12
2022-09-29,P084,,9747.6
2022-01-18,P001,6.0,720.9
2022-06-26,P054,4.0,6935.68
2022-07-12,,2.0,2027.56
2022-09-28,P029,5.0,4667.28
2022-04-20,P054,5.0,1733.92
2022-07-26,P018,3.0,2721.9
2022-02-26,P066,1.0,78.68
,P095,7.0,2715.06
2022-05-21,P007,9.0,5579.04
2022-11-13,,3.0,928.53
2022-09-16,P082,8.0,1031.66
2022-05-08,P088,9.0,3114.65
2022-10-28,P045,8.0,1578.99
2022-11-07,,6.0,3095.3
2022-01-29,P050,9.0,1473.7
2022-10-27,P065,8.0,347.71
,P075,9.0,3915.75
2022-01-18,P050,1.0,1768.44
2022-07-22,P056,1.0,4398.03
2022-10-30,P000,5.0,140.36
2022-12-14,P099,7.0,2723.64
2022-09-10,P009,8.0,2967.95
2022-02-11,P071,4.0,
2022-10-05,P076,5.0,2922.6
2022-10-15,P092,6.0,646.22
2022-10-30,P004,1.0,1102.41
2022-07-01,P014,2.0,2716.38
2022-05-23,P059,,1529.37
2022-02-06,P032,4.0,650.03
2022-05-04,P082,9.0,294.76
2022-11-14,P090,5.0,8646.0
2022-09-18,P063,5.0,4218.2
2022-07-30,P049,8.0,3575.36
2022-03-17,P063,7.0,843.64
2022-12-30,P014,2.0,8149.14
2022-10-26,P013,8.0,410.64
2022-03-16,P039,,823.28
2022-05-09,P029,6.0,7778.8
2022-08-02,P052,10.0,2343.74
2022-08-30,P012,9.0,4093.25
2022-11-15,P061,1.0,3812.46
2022-08-08,P016,6.0,2472.33
2022-04-04,P010,4.0,4106.95
2022-09-12,P085,3.0,7196.4
2022-09-08,P021,2.0,2802.45
2022-06-28,P038,7.0,1478.28
2022-12-03,P060,2.0,2831.44
2022-11-25,P060,6.0,2831.44
2022-11-05,P057,,3050.85
2022-04-16,P007,4.0,3486.9
2022-08-15,P026,8.0,2291.9
2022-12-24,P007,3.0,3486.9
2022-12-21,P050,10.0,2063.18
2022-08-27,P031,10.0,2359.32
2022-09-29,P015,8.0,
2022-01-17,P091,7.0,1760.88
2022-01-12,P064,4.0,4757.97
2022-04-08,P045,4.0,1127.85
2022-11-22,P009,5.0,
2022-07-22,P001,6.0,961.2
2022-03-11,P006,8.0,754.27
2022-05-11,P057,3.0,1830.51
2022-06-01,P010,7.0,3285.56
2022-05-11,P062,9.0,2768.25
2022-02-27,P065,,3129.39
2022-10-15,P080,3.0,5456.97
2022-02-17,P079,5.0,9354.0
2022-03-17,P063,2.0,8436.4
2022-05-06,P092,,1292.44
2022-04-17,P051,10.0,9911.8
2022-12-04,,8.0,828.42
