project_name,employee_name,position,salary,budget,project_manager
Проект_49,Сотрудник_498,Аналитик,89779,260437,Сотрудник_1238
Проект_37,Сотрудник_499,Аналитик,119937,290345,Сотрудник_954
Проект_12,Сотрудник_500,Тестировщик,106054,563731,Сотрудник_637
Проект_78,Сотрудник_501,Разработчик,104277,724686,Сотрудник_1055
Проект_84,Сотрудник_502,Тестировщик,53642,434635,Сотрудник_204
Проект_61,Сотрудник_503,Разработчик,103132,929971,Сотрудник_1743
Проект_58,Сотрудник_504,Тестировщик,108523,988343,Сотрудник_1875
Проект_67,Сотрудник_505,Аналитик,73861,676269,Сотрудник_670
Проект_76,Сотрудник_506,Разработчик,51191,743261,Сотрудник_1590
Проект_2,Сотрудник_507,Аналитик,116684,123416,Сотрудник_1839
Проект_84,Сотрудник_508,Аналитик,74559,434635,Сотрудник_204
Проект_57,Сотрудник_509,Разработчик,109505,709320,Сотрудник_891
Проект_32,Сотрудник_510,Разработчик,54537,436121,Сотрудник_1750
Проект_76,Сотрудник_511,Тестировщик,98927,743261,Сотрудник_1590
Проект_77,Сотрудник_512,Тестировщик,115885,312092,Сотрудник_36
Проект_25,Сотрудник_513,Разработчик,98210,227148,Сотрудник_645
Проект_23,Сотрудник_514,Аналитик,82500,598870,Сотрудник_174
Проект_40,Сотрудник_515,Разработчик,58200,737713,Сотрудник_177
Проект_98,Сотрудник_516,Менеджер,77425,171475,Сотрудник_140
Проект_4,Сотрудник_517,Аналитик,94596,690245,Сотрудник_822
Проект_87,Сотрудник_518,Менеджер,91961,689437,Сотрудник_867
Проект_85,Сотрудник_519,Аналитик,102585,388154,Сотрудник_826
Проект_88,Сотрудник_520,Менеджер,75772,281410,Сотрудник_1232
Проект_75,Сотрудник_521,Тестировщик,52932,584352,Сотрудник_213
Проект_49,Сотрудник_522,Разработчик,110104,260437,Сотрудник_1238
Проект_78,Сотрудник_523,Тестировщик,57315,724686,Сотрудник_1055
Проект_19,Сотрудник_524,Тестировщик,109756,396884,Сотрудник_182
Проект_14,Сотрудник_525,Аналитик,80337,694452,Сотрудник_145
Проект_76,Сотрудник_526,Менеджер,99712,743261,Сотрудник_1590
Проект_52,Сотрудник_527,Разработчик,69607,987200,Сотрудник_560
Проект_98,Сотрудник_528,Менеджер,113884,171475,Сотрудник_140
Проект_43,Сотрудник_529,Тестировщик,93033,986278,Сотрудник_1908
Проект_54,Сотрудник_530,Менеджер,101227,179402,Сотрудник_1709
Проект_59,Сотрудник_531,Менеджер,79620,370986,Сотрудник_975
Проект_93,Сотрудник_532,Менеджер,61509,320306,Сотрудник_1772
Проект_64,Сотрудник_533,Аналитик,111870,983604,Сотрудник_1956
Проект_59,Сотрудник_534,Аналитик,94241,370986,Сотрудник_975
Проект_43,Сотрудник_535,Тестировщик,64766,986278,Сотрудник_1908
Проект_8,Сотрудник_536,Аналитик,50641,282968,Сотрудник_895
Проект_93,Сотрудник_537,Тестировщик,60153,320306,Сотрудник_1772
Проект_63,Сотрудник_538,Менеджер,118963,897233,Сотрудник_439
Проект_50,Сотрудник_539,Разработчик,119567,474629,Сотрудник_616
Проект_52,Сотрудник_540,Аналитик,51747,987200,Сотрудник_560
Проект_8,Сотрудник_541,Тестировщик,106028,282968,Сотрудник_895
Проект_73,Сотрудник_542,Разработчик,113375,678024,Сотрудник_1570
Проект_30,Сотрудник_543,Аналитик,91165,968469,Сотрудник_595
Проект_88,Сотрудник_544,Разработчик,68400,281410,Сотрудник_1232
Проект_59,Сотрудник_545,Разработчик,77976,370986,Сотрудник_975
Проект_90,Сотрудник_546,Менеджер,69653,330818,Сотрудник_1813
Проект_39,Сотрудник_547,Аналитик,65500,565795,Сотрудник_843
Проект_55,Сотрудник_548,Разработчик,106751,820056,Сотрудник_1643
Проект_66,Сотрудник_549,Тестировщик,59566,734011,Сотрудник_341
Проект_52,Сотрудник_550,Тестировщик,104685,987200,Сотрудник_560
Проект_25,Сотрудник_551,Разработчик,73733,227148,Сотрудник_645
Проект_13,Сотрудник_552,Аналитик,105744,672979,Сотрудник_545
Проект_89,Сотрудник_553,Разработчик,103186,958441,Сотрудник_1005
Проект_88,Сотрудник_554,Менеджер,88205,281410,Сотрудник_1232
Проект_72,Сотрудник_555,Менеджер,91525,109137,Сотрудник_727
Проект_5,Сотрудник_556,Менеджер,64083,130151,Сотрудник_1073
Проект_71,Сотрудник_557,Менеджер,65798,139145,Сотрудник_313
Проект_12,Сотрудник_558,Менеджер,106854,563731,Сотрудник_637
Проект_78,Сотрудник_559,Менеджер,87752,724686,Сотрудник_1055
Проект_81,Сотрудник_560,Аналитик,56853,522430,Сотрудник_501
Проект_48,Сотрудник_561,Разработчик,105396,323540,Сотрудник_1602
Проект_75,Сотрудник_562,Тестировщик,62618,584352,Сотрудник_213
Проект_67,Сотрудник_563,Тестировщик,105272,676269,Сотрудник_670
Проект_49,Сотрудник_564,Аналитик,54616,260437,Сотрудник_1238
Проект_28,Сотрудник_565,Аналитик,91601,484525,Сотрудник_1698
Проект_14,Сотрудник_566,Тестировщик,102856,694452,Сотрудник_145
Проект_41,Сотрудник_567,Тестировщик,71958,939334,Сотрудник_1926
Проект_41,Сотрудник_568,Разработчик,89335,939334,Сотрудник_1926
Проект_43,Сотрудник_569,Менеджер,62356,986278,Сотрудник_1908
Проект_66,Сотрудник_570,Разработчик,91301,734011,Сотрудник_341
Проект_31,Сотрудник_571,Тестировщик,73953,558898,Сотрудник_88
Проект_8,Сотрудник_572,Менеджер,106134,282968,Сотрудник_895
Проект_4,Сотрудник_573,Аналитик,99624,690245,Сотрудник_822
Проект_91,Сотрудник_574,Аналитик,100083,552717,Сотрудник_172
Проект_27,Сотрудник_575,Тестировщик,96367,934999,Сотрудник_1329
Проект_59,Сотрудник_576,Менеджер,51927,370986,Сотрудник_975
Проект_33,Сотрудник_577,Аналитик,68737,157767,Сотрудник_587
Проект_65,Сотрудник_578,Менеджер,77665,754662,Сотрудник_750
Проект_23,Сотрудник_579,Аналитик,83705,598870,Сотрудник_174
Проект_56,Сотрудник_580,Менеджер,68213,652383,Сотрудник_203
Проект_73,Сотрудник_581,Тестировщик,98709,678024,Сотрудник_1570
Проект_59,Сотрудник_582,Тестировщик,98165,370986,Сотрудник_975
Проект_85,Сотрудник_583,Менеджер,113966,388154,Сотрудник_826
Проект_55,Сотрудник_584,Тестировщик,68773,820056,Сотрудник_1643
Проект_86,Сотрудник_585,Разработчик,110442,418678,Сотрудник_1417
Проект_6,Сотрудник_586,Менеджер,54034,216367,Сотрудник_473
Проект_55,Сотрудник_587,Менеджер,118789,820056,Сотрудник_1643
Проект_62,Сотрудник_588,Тестировщик,119094,809822,Сотрудник_1546
Проект_30,Сотрудник_589,Разработчик,103256,968469,Сотрудник_595
Проект_99,Сотрудник_590,Аналитик,106089,465399,Сотрудник_1840
Проект_83,Сотрудник_591,Аналитик,113568,701270,Сотрудник_106
Проект_46,Сотрудник_592,Аналитик,103622,113218,Сотрудник_1227
Проект_12,Сотрудник_593,Менеджер,98697,563731,Сотрудник_637
Проект_67,Сотрудник_594,Аналитик,90883,676269,Сотрудник_670
Проект_12,Сотрудник_595,Тестировщик,58377,563731,Сотрудник_637
Проект_4,Сотрудник_596,Тестировщик,91427,690245,Сотрудник_822
Проект_85,Сотрудник_597,Менеджер,69655,388154,Сотрудник_826
Проект_54,Сотрудник_598,Тестировщик,53251,179402,Сотрудник_1709
Проект_1,Сотрудник_599,Разработчик,73263,468446,Сотрудник_320
Проект_29,Сотрудник_600,Разработчик,87100,626671,Сотрудник_1990
Проект_68,Сотрудник_601,Аналитик,65388,715849,Сотрудник_1178
Проект_66,Сотрудник_602,Менеджер,98701,734011,Сотрудник_341
Проект_14,Сотрудник_603,Менеджер,105958,694452,Сотрудник_145
Проект_32,Сотрудник_604,Тестировщик,60452,436121,Сотрудник_1750
Проект_91,Сотрудник_605,Разработчик,56386,552717,Сотрудник_172
Проект_35,Сотрудник_606,Менеджер,55490,122173,Сотрудник_716
Проект_87,Сотрудник_607,Менеджер,112655,689437,Сотрудник_867
Проект_43,Сотрудник_608,Аналитик,97464,986278,Сотрудник_1908
Проект_72,Сотрудник_609,Тестировщик,77956,109137,Сотрудник_727
Проект_88,Сотрудник_610,Аналитик,74320,281410,Сотрудник_1232
Проект_51,Сотрудник_611,Аналитик,57029,397245,Сотрудник_1439
Проект_9,Сотрудник_612,Аналитик,92419,969563,Сотрудник_1959
Проект_80,Сотрудник_613,Аналитик,117272,297013,Сотрудник_859
Проект_35,Сотрудник_614,Менеджер,65849,122173,Сотрудник_716
Проект_43,Сотрудник_615,Тестировщик,88576,986278,Сотрудник_1908
Проект_62,Сотрудник_616,Аналитик,56411,809822,Сотрудник_1546
Проект_49,Сотрудник_617,Разработчик,109522,260437,Сотрудник_1238
Проект_27,Сотрудник_618,Аналитик,101025,934999,Сотрудник_1329
Проект_55,Сотрудник_619,Аналитик,89495,820056,Сотрудник_1643
Проект_17,Сотрудник_620,Разработчик,60499,217276,Сотрудник_472
Проект_84,Сотрудник_621,Разработчик,64052,434635,Сотрудник_204
Проект_91,Сотрудник_622,Разработчик,66552,552717,Сотрудник_172
Проект_98,Сотрудник_623,Тестировщик,104177,171475,Сотрудник_140
Проект_50,Сотрудник_624,Разработчик,80317,474629,Сотрудник_616
Проект_74,Сотрудник_625,Менеджер,67915,796598,Сотрудник_719
Проект_2,Сотрудник_626,Разработчик,84832,123416,Сотрудник_1839
Проект_100,Сотрудник_627,Разработчик,85965,575981,Сотрудник_1736
Проект_41,Сотрудник_628,Менеджер,119905,939334,Сотрудник_1926
Проект_98,Сотрудник_629,Разработчик,116999,171475,Сотрудник_140
Проект_68,Сотрудник_630,Менеджер,51232,715849,Сотрудник_1178
Проект_51,Сотрудник_631,Разработчик,67690,397245,Сотрудник_1439
Проект_68,Сотрудник_632,Тестировщик,110129,715849,Сотрудник_1178
Проект_66,Сотрудник_633,Тестировщик,75561,734011,Сотрудник_341
Проект_65,Сотрудник_634,Аналитик,63545,754662,Сотрудник_750
Проект_67,Сотрудник_635,Менеджер,71226,676269,Сотрудник_670
Проект_67,Сотрудник_636,Тестировщик,54834,676269,Сотрудник_670
Проект_83,Сотрудник_637,Аналитик,75430,701270,Сотрудник_106
Проект_30,Сотрудник_638,Аналитик,97411,968469,Сотрудник_595
Проект_13,Сотрудник_639,Менеджер,80943,672979,Сотрудник_545
Проект_48,Сотрудник_640,Тестировщик,75789,323540,Сотрудник_1602
Проект_18,Сотрудник_641,Тестировщик,68254,661734,Сотрудник_945
Проект_48,Сотрудник_642,Аналитик,94231,323540,Сотрудник_1602
Проект_40,Сотрудник_643,Менеджер,114366,737713,Сотрудник_177
Проект_37,Сотрудник_644,Менеджер,92085,290345,Сотрудник_954
Проект_47,Сотрудник_645,Менеджер,111680,548656,Сотрудник_1883
Проект_40,Сотрудник_646,Разработчик,105226,737713,Сотрудник_177
Проект_44,Сотрудник_647,Менеджер,61519,197088,Сотрудник_98
Проект_79,Сотрудник_648,Аналитик,118097,394683,Сотрудник_1357
Проект_34,Сотрудник_649,Тестировщик,86975,507683,Сотрудник_301
Проект_53,Сотрудник_650,Аналитик,102789,615729,Сотрудник_447
Проект_91,Сотрудник_651,Тестировщик,102193,552717,Сотрудник_172
Проект_20,Сотрудник_652,Менеджер,55822,264373,Сотрудник_1566
Проект_72,Сотрудник_653,Тестировщик,71822,109137,Сотрудник_727
Проект_76,Сотрудник_654,Аналитик,62024,743261,Сотрудник_1590
Проект_99,Сотрудник_655,Аналитик,107069,465399,Сотрудник_1840
Проект_3,Сотрудник_656,Тестировщик,116969,708634,Сотрудник_893
Проект_54,Сотрудник_657,Менеджер,78399,179402,Сотрудник_1709
Проект_76,Сотрудник_658,Тестировщик,52348,743261,Сотрудник_1590
Проект_59,Сотрудник_659,Тестировщик,79405,370986,Сотрудник_975
Проект_34,Сотрудник_660,Менеджер,69832,507683,Сотрудник_301
Проект_48,Сотрудник_661,Менеджер,84363,323540,Сотрудник_1602
Проект_97,Сотрудник_662,Разработчик,111887,252742,Сотрудник_219
Проект_12,Сотрудник_663,Менеджер,107985,563731,Сотрудник_637
Проект_27,Сотрудник_664,Разработчик,75769,934999,Сотрудник_1329
Проект_82,Сотрудник_665,Разработчик,96307,748233,Сотрудник_1862
Проект_39,Сотрудник_666,Разработчик,65515,565795,Сотрудник_843
Проект_35,Сотрудник_667,Тестировщик,86118,122173,Сотрудник_716
Проект_88,Сотрудник_668,Разработчик,100912,281410,Сотрудник_1232
Проект_58,Сотрудник_669,Тестировщик,107629,988343,Сотрудник_1875
Проект_67,Сотрудник_670,Менеджер,98091,676269,Сотрудник_670
Проект_86,Сотрудник_671,Разработчик,70158,418678,Сотрудник_1417
Проект_91,Сотрудник_672,Менеджер,112492,552717,Сотрудник_172
Проект_43,Сотрудник_673,Аналитик,52389,986278,Сотрудник_1908
Проект_63,Сотрудник_674,Аналитик,81712,897233,Сотрудник_439
Проект_4,Сотрудник_675,Менеджер,116872,690245,Сотрудник_822
Проект_72,Сотрудник_676,Разработчик,99570,109137,Сотрудник_727
Проект_16,Сотрудник_677,Разработчик,71664,382253,Сотрудник_1327
Проект_76,Сотрудник_678,Аналитик,90789,743261,Сотрудник_1590
Проект_17,Сотрудник_679,Менеджер,64082,217276,Сотрудник_472
Проект_26,Сотрудник_680,Разработчик,74729,746774,Сотрудник_1402
Проект_36,Сотрудник_681,Аналитик,80350,893845,Сотрудник_92
Проект_33,Сотрудник_682,Тестировщик,53807,157767,Сотрудник_587
Проект_26,Сотрудник_683,Аналитик,67058,746774,Сотрудник_1402
Проект_69,Сотрудник_684,Менеджер,100341,311255,Сотрудник_1267
Проект_43,Сотрудник_685,Разработчик,70426,986278,Сотрудник_1908
Проект_77,Сотрудник_686,Разработчик,96748,312092,Сотрудник_36
Проект_94,Сотрудник_687,Тестировщик,55151,264355,Сотрудник_1535
Проект_33,Сотрудник_688,Аналитик,63090,157767,Сотрудник_587
Проект_52,Сотрудник_689,Менеджер,112407,987200,Сотрудник_560
Проект_4,Сотрудник_690,Разработчик,98840,690245,Сотрудник_822
Проект_70,Сотрудник_691,Тестировщик,82057,189200,Сотрудник_1192
Проект_89,Сотрудник_692,Тестировщик,72900,958441,Сотрудник_1005
Проект_86,Сотрудник_693,Тестировщик,68053,418678,Сотрудник_1417
Проект_51,Сотрудник_694,Тестировщик,62964,397245,Сотрудник_1439
Проект_69,Сотрудник_695,Менеджер,53336,311255,Сотрудник_1267
Проект_81,Сотрудник_696,Менеджер,108636,522430,Сотрудник_501
Проект_92,Сотрудник_697,Менеджер,71603,585814,Сотрудник_1280
Проект_87,Сотрудник_698,Тестировщик,59392,689437,Сотрудник_867
Проект_36,Сотрудник_699,Разработчик,99721,893845,Сотрудник_92
Проект_65,Сотрудник_700,Разработчик,106475,754662,Сотрудник_750
Проект_89,Сотрудник_701,Разработчик,110477,958441,Сотрудник_1005
Проект_23,Сотрудник_702,Аналитик,61929,598870,Сотрудник_174
Проект_9,Сотрудник_703,Тестировщик,54956,969563,Сотрудник_1959
Проект_45,Сотрудник_704,Разработчик,117070,210454,Сотрудник_1979
Проект_4,Сотрудник_705,Менеджер,56126,690245,Сотрудник_822
Проект_18,Сотрудник_706,Аналитик,63305,661734,Сотрудник_945
Проект_94,Сотрудник_707,Менеджер,73008,264355,Сотрудник_1535
Проект_17,Сотрудник_708,Менеджер,112683,217276,Сотрудник_472
Проект_52,Сотрудник_709,Менеджер,80792,987200,Сотрудник_560
Проект_62,Сотрудник_710,Тестировщик,113316,809822,Сотрудник_1546
Проект_45,Сотрудник_711,Разработчик,57464,210454,Сотрудник_1979
Проект_73,Сотрудник_712,Разработчик,52570,678024,Сотрудник_1570
Проект_55,Сотрудник_713,Тестировщик,70333,820056,Сотрудник_1643
Проект_17,Сотрудник_714,Тестировщик,105555,217276,Сотрудник_472
Проект_11,Сотрудник_715,Тестировщик,71685,274639,Сотрудник_774
Проект_44,Сотрудник_716,Тестировщик,81722,197088,Сотрудник_98
Проект_63,Сотрудник_717,Аналитик,92644,897233,Сотрудник_439
Проект_37,Сотрудник_718,Аналитик,93786,290345,Сотрудник_954
Проект_99,Сотрудник_719,Аналитик,64704,465399,Сотрудник_1840
Проект_36,Сотрудник_720,Менеджер,91521,893845,Сотрудник_92
Проект_35,Сотрудник_721,Разработчик,113299,122173,Сотрудник_716
Проект_10,Сотрудник_722,Разработчик,94341,501205,Сотрудник_1908
Проект_16,Сотрудник_723,Тестировщик,76739,382253,Сотрудник_1327
Проект_48,Сотрудник_724,Тестировщик,73398,323540,Сотрудник_1602
Проект_39,Сотрудник_725,Аналитик,110359,565795,Сотрудник_843
Проект_2,Сотрудник_726,Тестировщик,71413,123416,Сотрудник_1839
Проект_92,Сотрудник_727,Менеджер,50469,585814,Сотрудник_1280
Проект_13,Сотрудник_728,Тестировщик,110440,672979,Сотрудник_545
Проект_3,Сотрудник_729,Менеджер,86121,708634,Сотрудник_893
Проект_71,Сотрудник_730,Менеджер,67975,139145,Сотрудник_313
Проект_74,Сотрудник_731,Менеджер,119305,796598,Сотрудник_719
Проект_35,Сотрудник_732,Менеджер,86025,122173,Сотрудник_716
Проект_37,Сотрудник_733,Менеджер,111005,290345,Сотрудник_954
Проект_54,Сотрудник_734,Разработчик,84773,179402,Сотрудник_1709
Проект_51,Сотрудник_735,Аналитик,50818,397245,Сотрудник_1439
Проект_98,Сотрудник_736,Аналитик,52378,171475,Сотрудник_140
Проект_99,Сотрудник_737,Аналитик,89398,465399,Сотрудник_1840
Проект_61,Сотрудник_738,Аналитик,72347,929971,Сотрудник_1743
Проект_14,Сотрудник_739,Разработчик,69847,694452,Сотрудник_145
Проект_22,Сотрудник_740,Тестировщик,106685,946640,Сотрудник_1784
Проект_99,Сотрудник_741,Менеджер,54971,465399,Сотрудник_1840
Проект_98,Сотрудник_742,Разработчик,105093,171475,Сотрудник_140
Проект_84,Сотрудник_743,Разработчик,79398,434635,Сотрудник_204
Проект_57,Сотрудник_744,Разработчик,105561,709320,Сотрудник_891
Проект_35,Сотрудник_745,Менеджер,87796,122173,Сотрудник_716
Проект_14,Сотрудник_746,Менеджер,114239,694452,Сотрудник_145
Проект_81,Сотрудник_747,Тестировщик,76588,522430,Сотрудник_501
Проект_75,Сотрудник_748,Разработчик,73939,584352,Сотрудник_213
Проект_14,Сотрудник_749,Менеджер,78338,694452,Сотрудник_145
Проект_69,Сотрудник_750,Тестировщик,106147,311255,Сотрудник_1267
Проект_69,Сотрудник_751,Разработчик,58999,311255,Сотрудник_1267
Проект_66,Сотрудник_752,Разработчик,84000,734011,Сотрудник_341
Проект_38,Сотрудник_753,Менеджер,82519,761423,Сотрудник_1625
Проект_16,Сотрудник_754,Тестировщик,53658,382253,Сотрудник_1327
Проект_31,Сотрудник_755,Разработчик,102098,558898,Сотрудник_88
Проект_26,Сотрудник_756,Аналитик,73013,746774,Сотрудник_1402
Проект_95,Сотрудник_757,Разработчик,66489,171383,Сотрудник_922
Проект_28,Сотрудник_758,Разработчик,73549,484525,Сотрудник_1698
Проект_11,Сотрудник_759,Тестировщик,54087,274639,Сотрудник_774
Проект_59,Сотрудник_760,Менеджер,55523,370986,Сотрудник_975
Проект_41,Сотрудник_761,Тестировщик,114702,939334,Сотрудник_1926
Проект_13,Сотрудник_762,Аналитик,69420,672979,Сотрудник_545
Проект_55,Сотрудник_763,Тестировщик,81518,820056,Сотрудник_1643
Проект_99,Сотрудник_764,Аналитик,116235,465399,Сотрудник_1840
Проект_98,Сотрудник_765,Менеджер,119137,171475,Сотрудник_140
Проект_27,Сотрудник_766,Аналитик,76091,934999,Сотрудник_1329
Проект_15,Сотрудник_767,Менеджер,98881,427206,Сотрудник_435
Проект_53,Сотрудник_768,Разработчик,89446,615729,Сотрудник_447
Проект_21,Сотрудник_769,Менеджер,71306,931791,Сотрудник_1868
Проект_69,Сотрудник_770,Менеджер,107135,311255,Сотрудник_1267
Проект_4,Сотрудник_771,Тестировщик,84127,690245,Сотрудник_822
Проект_16,Сотрудник_772,Разработчик,66911,382253,Сотрудник_1327
Проект_73,Сотрудник_773,Тестировщик,59597,678024,Сотрудник_1570
Проект_81,Сотрудник_774,Аналитик,81143,522430,Сотрудник_501
Проект_14,Сотрудник_775,Разработчик,79920,694452,Сотрудник_145
Проект_7,Сотрудник_776,Аналитик,113585,369831,Сотрудник_1148
Проект_25,Сотрудник_777,Разработчик,106813,227148,Сотрудник_645
Проект_21,Сотрудник_778,Разработчик,92658,931791,Сотрудник_1868
Проект_58,Сотрудник_779,Аналитик,78477,988343,Сотрудник_1875
Проект_86,Сотрудник_780,Менеджер,73010,418678,Сотрудник_1417
Проект_60,Сотрудник_781,Тестировщик,68420,573992,Сотрудник_1225
Проект_22,Сотрудник_782,Менеджер,55738,946640,Сотрудник_1784
Проект_27,Сотрудник_783,Аналитик,59866,934999,Сотрудник_1329
Проект_63,Сотрудник_784,Тестировщик,68237,897233,Сотрудник_439
Проект_28,Сотрудник_785,Аналитик,100694,484525,Сотрудник_1698
Проект_27,Сотрудник_786,Тестировщик,63770,934999,Сотрудник_1329
Проект_16,Сотрудник_787,Разработчик,66475,382253,Сотрудник_1327
Проект_12,Сотрудник_788,Разработчик,55221,563731,Сотрудник_637
Проект_5,Сотрудник_789,Тестировщик,85038,130151,Сотрудник_1073
Проект_11,Сотрудник_790,Разработчик,69474,274639,Сотрудник_774
Проект_41,Сотрудник_791,Тестировщик,110873,939334,Сотрудник_1926
Проект_57,Сотрудник_792,Аналитик,109368,709320,Сотрудник_891
Проект_98,Сотрудник_793,Аналитик,94804,171475,Сотрудник_140
Проект_18,Сотрудник_794,Разработчик,119934,661734,Сотрудник_945
Проект_21,Сотрудник_795,Разработчик,52692,931791,Сотрудник_1868
Проект_51,Сотрудник_796,Разработчик,77893,397245,Сотрудник_1439
Проект_86,Сотрудник_797,Тестировщик,93018,418678,Сотрудник_1417
Проект_85,Сотрудник_798,Тестировщик,92416,388154,Сотрудник_826
Проект_43,Сотрудник_799,Менеджер,95233,986278,Сотрудник_1908
Проект_87,Сотрудник_800,Тестировщик,104246,689437,Сотрудник_867
Проект_87,Сотрудник_801,Аналитик,96469,689437,Сотрудник_867
Проект_61,Сотрудник_802,Менеджер,50719,929971,Сотрудник_1743
Проект_8,Сотрудник_803,Менеджер,96819,282968,Сотрудник_895
Проект_43,Сотрудник_804,Аналитик,67255,986278,Сотрудник_1908
Проект_31,Сотрудник_805,Разработчик,106726,558898,Сотрудник_88
Проект_55,Сотрудник_806,Тестировщик,73411,820056,Сотрудник_1643
Проект_24,Сотрудник_807,Аналитик,101453,962628,Сотрудник_243
Проект_51,Сотрудник_808,Менеджер,60861,397245,Сотрудник_1439
Проект_86,Сотрудник_809,Аналитик,74612,418678,Сотрудник_1417
Проект_68,Сотрудник_810,Тестировщик,99911,715849,Сотрудник_1178
Проект_30,Сотрудник_811,Менеджер,60012,968469,Сотрудник_595
Проект_65,Сотрудник_812,Тестировщик,101273,754662,Сотрудник_750
Проект_16,Сотрудник_813,Тестировщик,55343,382253,Сотрудник_1327
Проект_88,Сотрудник_814,Разработчик,104416,281410,Сотрудник_1232
Проект_85,Сотрудник_815,Тестировщик,89591,388154,Сотрудник_826
Проект_70,Сотрудник_816,Менеджер,96457,189200,Сотрудник_1192
Проект_26,Сотрудник_817,Разработчик,101815,746774,Сотрудник_1402
Проект_52,Сотрудник_818,Разработчик,56141,987200,Сотрудник_560
Проект_14,Сотрудник_819,Тестировщик,98196,694452,Сотрудник_145
Проект_76,Сотрудник_820,Аналитик,108769,743261,Сотрудник_1590
Проект_70,Сотрудник_821,Менеджер,84454,189200,Сотрудник_1192
Проект_15,Сотрудник_822,Менеджер,93746,427206,Сотрудник_435
Проект_26,Сотрудник_823,Аналитик,119963,746774,Сотрудник_1402
Проект_18,Сотрудник_824,Аналитик,116382,661734,Сотрудник_945
Проект_11,Сотрудник_825,Менеджер,73986,274639,Сотрудник_774
Проект_71,Сотрудник_826,Разработчик,98803,139145,Сотрудник_313
Проект_35,Сотрудник_827,Аналитик,74167,122173,Сотрудник_716
Проект_47,Сотрудник_828,Тестировщик,108444,548656,Сотрудник_1883
Проект_57,Сотрудник_829,Разработчик,58250,709320,Сотрудник_891
Проект_79,Сотрудник_830,Тестировщик,81535,394683,Сотрудник_1357
Проект_48,Сотрудник_831,Аналитик,119393,323540,Сотрудник_1602
Проект_84,Сотрудник_832,Разработчик,100097,434635,Сотрудник_204
Проект_91,Сотрудник_833,Тестировщик,60047,552717,Сотрудник_172
Проект_38,Сотрудник_834,Менеджер,94523,761423,Сотрудник_1625
Проект_78,Сотрудник_835,Разработчик,118939,724686,Сотрудник_1055
Проект_28,Сотрудник_836,Менеджер,102678,484525,Сотрудник_1698
Проект_22,Сотрудник_837,Аналитик,92358,946640,Сотрудник_1784
Проект_24,Сотрудник_838,Менеджер,93784,962628,Сотрудник_243
Проект_49,Сотрудник_839,Менеджер,107247,260437,Сотрудник_1238
Проект_99,Сотрудник_840,Менеджер,51555,465399,Сотрудник_1840
Проект_60,Сотрудник_841,Разработчик,115513,573992,Сотрудник_1225
Проект_76,Сотрудник_842,Разработчик,89120,743261,Сотрудник_1590
Проект_16,Сотрудник_843,Менеджер,62724,382253,Сотрудник_1327
Проект_83,Сотрудник_844,Тестировщик,113635,701270,Сотрудник_106
Проект_97,Сотрудник_845,Менеджер,61067,252742,Сотрудник_219
Проект_2,Сотрудник_846,Менеджер,61373,123416,Сотрудник_1839
Проект_91,Сотрудник_847,Аналитик,56745,552717,Сотрудник_172
Проект_74,Сотрудник_848,Разработчик,117687,796598,Сотрудник_719
Проект_9,Сотрудник_849,Тестировщик,77953,969563,Сотрудник_1959
Проект_80,Сотрудник_850,Разработчик,119771,297013,Сотрудник_859
Проект_77,Сотрудник_851,Аналитик,115651,312092,Сотрудник_36
Проект_56,Сотрудник_852,Менеджер,117765,652383,Сотрудник_203
Проект_84,Сотрудник_853,Менеджер,50974,434635,Сотрудник_204
Проект_84,Сотрудник_854,Аналитик,118420,434635,Сотрудник_204
Проект_11,Сотрудник_855,Аналитик,88696,274639,Сотрудник_774
Проект_33,Сотрудник_856,Аналитик,60983,157767,Сотрудник_587
Проект_38,Сотрудник_857,Разработчик,103426,761423,Сотрудник_1625
Проект_72,Сотрудник_858,Тестировщик,112528,109137,Сотрудник_727
Проект_35,Сотрудник_859,Разработчик,81125,122173,Сотрудник_716
Проект_47,Сотрудник_860,Аналитик,74265,548656,Сотрудник_1883
Проект_91,Сотрудник_861,Разработчик,66207,552717,Сотрудник_172
Проект_41,Сотрудник_862,Аналитик,109800,939334,Сотрудник_1926
Проект_21,Сотрудник_863,Тестировщик,65475,931791,Сотрудник_1868
Проект_44,Сотрудник_864,Тестировщик,93455,197088,Сотрудник_98
Проект_15,Сотрудник_865,Менеджер,95472,427206,Сотрудник_435
Проект_63,Сотрудник_866,Менеджер,99011,897233,Сотрудник_439
Проект_54,Сотрудник_867,Менеджер,72101,179402,Сотрудник_1709
Проект_17,Сотрудник_868,Разработчик,115609,217276,Сотрудник_472
Проект_87,Сотрудник_869,Тестировщик,63825,689437,Сотрудник_867
Проект_28,Сотрудник_870,Тестировщик,82381,484525,Сотрудник_1698
Проект_11,Сотрудник_871,Разработчик,75055,274639,Сотрудник_774
Проект_20,Сотрудник_872,Менеджер,59951,264373,Сотрудник_1566
Проект_58,Сотрудник_873,Тестировщик,68848,988343,Сотрудник_1875
Проект_38,Сотрудник_874,Менеджер,64795,761423,Сотрудник_1625
Проект_48,Сотрудник_875,Разработчик,107731,323540,Сотрудник_1602
Проект_89,Сотрудник_876,Менеджер,62995,958441,Сотрудник_1005
Проект_60,Сотрудник_877,Менеджер,73338,573992,Сотрудник_1225
